order_id,customer_id,book_id,quantity,order_date,TOTAL AMOUNT
1613,383,393,3,2025-03-04,371
1614,997,6,3,2024-11-26,409
1615,841,53,2,2024-07-24,267
1616,252,275,3,2025-02-06,467
1617,805,50,5,2025-11-16,80
1618,582,271,2,2025-10-05,237
1619,990,461,3,2025-02-19,396
1620,142,278,4,2025-03-04,280
1621,950,183,4,2024-09-09,186
1622,681,211,5,2026-01-27,293
1623,,492,5,2025-02-16,440
1624,971,143,1,2025-04-03,84
1625,624,190,3,2024-07-09,473
1626,973,367,4,2024-12-11,243
1627,560,144,5,2025-04-10,299
1628,55,480,2,2025-11-30,239
1629,647,360,1,2025-03-02,451
1630,836,421,1,2026-02-07,147
1631,957,446,1,2024-04-29,82
1632,836,240,4,2024-11-21,475
1633,519,440,2,2026-01-27,314
1634,60,193,2,2024-10-15,303
1635,956,79,5,2025-08-01,393
1636,502,425,5,2024-10-26,362
1637,622,178,1,2025-04-30,486
1638,853,156,4,2025-12-12,360
1639,135,367,1,2025-01-13,234
1640,741,295,4,2025-04-16,359
1641,717,128,1,2025-07-19,316
1642,274,304,1,2025-12-28,489
1643,272,61,3,2025-05-31,315
1644,64,341,3,2025-10-25,70
1645,664,157,3,2026-03-17,361
1646,644,3,1,2026-03-26,101
1647,977,106,2,2025-11-17,493
1648,827,139,2,2024-12-27,401
1649,591,91,1,2025-06-06,232
1650,224,152,1,2025-07-25,400
1651,547,98,2,2024-12-03,292
1652,168,144,1,2026-03-01,399
1653,335,324,5,2025-06-13,456
1654,384,57,5,2026-02-12,427
1655,366,128,5,2025-08-08,453
1656,921,33,5,2025-04-13,225
1657,427,263,2,2025-02-05,153
1658,600,278,5,2024-07-01,203
1659,995,366,5,2024-07-02,225
1660,603,256,2,2025-06-17,88
1661,544,25,5,2024-05-16,231
1662,466,488,1,2025-07-09,140
1663,176,482,4,2025-07-30,202
1664,518,422,4,2024-09-09,446
1665,558,88,1,2025-08-16,244
1666,913,104,4,2026-03-22,172
1667,682,46,2,2026-02-21,422
1668,219,258,4,2025-11-25,437
1669,56,454,5,2024-09-11,110
1670,825,389,2,2024-07-12,177
1671,866,189,2,32-13-2020,332
1672,142,86,2,2025-07-28,382
1673,811,166,3,2025-09-15,468
1674,846,469,5,2025-10-21,108
1675,967,214,4,2025-08-09,225
1676,305,440,5,2025-09-01,465
1677,426,271,5,2024-07-31,260
1678,581,289,1,2024-12-05,140
1679,974,232,4,2025-07-03,424
1680,445,255,3,2025-11-25,241
1681,172,314,1,2026-02-13,146
1682,875,250,1,2025-04-15,448
1683,519,188,2,2024-07-23,469
1684,231,260,5,2024-07-30,252
1685,820,181,3,2024-12-16,129
1686,388,497,2,2025-09-30,366
1687,632,97,5,2025-10-04,107
1688,718,45,4,2025-01-29,499
1689,798,244,1,2026-02-10,117
1690,853,129,1,2025-05-04,99
1691,220,191,5,2025-11-16,198
1692,448,487,3,2024-09-19,457
1693,740,491,1,2024-04-23,460
1694,215,311,4,2024-12-18,343
1695,999999,353,4,2024-11-06,239
1696,272,171,5,2024-06-28,123
1697,452,105,2,2025-08-07,160
1698,459,406,4,2025-02-13,241
1699,374,257,5,2025-04-25,170
1700,260,125,4,2025-11-09,403
1701,140,33,5,2024-10-21,375
1702,873,20,5,2024-09-24,124
1703,897,417,1,2025-07-22,93
1704,719,272,3,2024-11-02,122
1705,946,463,1,2024-05-22,395
1706,658,331,1,2024-08-14,149
1707,383,239,3,2024-03-26,172
1708,477,222,5,2025-09-30,460
1709,277,357,4,2024-10-25,207
1710,344,139,2,2025-08-16,129
1711,534,166,4,2025-07-21,420
1712,986,25,2,2025-01-27,409
1713,414,190,5,2026-01-27,171
1714,,167,1,2024-08-10,263
1715,827,23,5,2024-04-10,166
1716,455,117,4,2025-11-17,134
1717,536,99,1,2026-02-15,297
1718,450,177,5,2025-01-28,365
1719,802,84,2,2024-10-31,328
1720,547,44,5,2024-06-10,477
1721,393,220,5,2025-12-24,135
1722,918,344,3,2024-11-02,359
1723,,130,3,2025-12-29,490
1724,29,403,5,2026-02-02,231
1725,274,303,4,2025-03-05,123
1726,457,30,3,2024-07-12,243
1727,444,-1,1,2024-10-04,172
1728,,370,5,2024-11-20,279
1729,278,140,5,2024-06-28,174
1730,1000,155,3,2025-07-05,220
1731,591,247,3,2026-01-01,250
1732,127,48,4,2024-08-06,362
1733,743,115,5,2026-01-03,400
1734,842,495,3,2025-06-22,440
1735,406,159,1,2024-03-31,481
1736,865,452,5,2024-09-20,221
1737,378,479,1,2024-06-18,273
1738,136,11,2,2024-07-06,307
1739,635,124,2,2025-09-28,247
1740,646,419,4,2025-07-14,213
1741,885,131,5,2025-12-10,399
1742,626,335,1,2024-09-03,95
1743,302,135,1,2024-06-21,445
1744,186,97,3,2025-06-19,176
1745,222,458,4,2024-08-22,90
1746,981,187,1,2025-06-19,443
1747,379,237,3,2025-07-07,105
1748,238,445,5,2024-04-26,157
1749,484,456,3,2024-05-29,244
1750,916,415,3,2024-11-08,287
1751,976,13,4,2024-10-11,103
1752,542,73,2,2025-12-14,313
1753,709,423,1,2025-12-10,477
1754,53,193,2,2025-12-09,181
1755,911,111,1,2024-09-25,86
1756,712,435,1,2024-11-05,406
1757,623,476,2,2024-08-22,428
1758,305,260,5,2025-04-01,342
1759,1,354,5,2025-11-25,386
1760,878,229,5,2024-04-22,209
1761,406,10,1,2025-07-21,413
1762,,336,1,2024-07-12,162
1763,575,408,3,2024-04-20,499
1764,986,359,4,2025-11-02,457
1765,278,356,3,2025-05-07,82
1766,671,380,2,2025-06-30,483
1767,673,213,2,2024-08-01,321
1768,469,100,5,2025-07-19,124
1769,160,118,5,2024-10-08,199
1770,718,457,1,2025-07-12,308
1771,348,191,4,2025-01-10,155
1772,999999,422,5,2025-04-07,283
1773,198,494,5,2024-05-15,84
1774,922,393,4,2025-12-08,493
1775,332,18,0,2025-05-16,122
1776,169,198,5,2024-10-30,415
1777,654,148,1,2025-07-30,87
1778,428,188,5,2024-07-30,89
1779,395,464,3,2024-07-27,325
1780,571,342,4,2024-04-09,107
1781,998,214,4,2024-07-29,229
1782,695,131,2,2025-11-23,356
1783,673,348,2,2025-02-16,214
1784,612,41,4,2025-10-23,83
1785,665,109,1,2024-09-05,288
1786,726,27,4,2025-10-03,330
1787,793,388,4,2025-09-03,243
1788,290,453,1,2025-12-20,384
1789,812,438,4,2025-02-17,454
1790,818,138,1,2025-06-02,361
1791,999999,109,1,2025-10-01,333
1792,568,171,4,2025-01-06,488
1793,830,108,1,2025-01-24,81
1794,760,260,3,2024-07-30,365
1795,427,220,1,2024-04-01,460
1796,764,114,5,2024-06-08,392
1797,891,42,1,2024-09-11,268
1798,429,408,5,2024-11-13,379
1799,247,326,3,2024-07-26,271
1800,45,466,2,2026-01-13,428
1801,946,383,3,2025-01-09,376
1802,724,3,5,2025-03-19,401
1803,711,140,1,2025-08-31,347
1804,,309,3,2024-09-10,390
1805,237,84,1,2025-01-17,206
1806,161,206,1,2025-08-03,214
1807,87,403,3,2026-01-21,218
1808,457,442,3,2024-04-22,458
1809,21,97,1,2024-08-19,300
1810,461,166,2,2026-03-16,264
1811,965,357,2,2024-08-05,342
1812,104,124,5,2024-04-17,424
1813,293,252,3,2024-11-23,85
1814,641,199,3,2025-07-27,183
1815,964,315,1,2024-12-30,332
1816,501,258,3,2024-09-23,361
1817,504,488,5,2024-05-13,422
1818,720,27,2,2024-09-11,264
1819,203,34,4,2025-05-20,474
1820,309,53,1,2025-02-04,74
1821,588,491,3,2024-09-07,295
1822,849,394,3,2025-02-02,134
1823,262,495,2,2025-08-30,464
1824,374,299,3,2025-08-21,403
1825,417,369,2,2024-04-14,145
1826,275,116,1,2024-05-05,344
1827,952,245,2,2024-12-24,247
1828,842,326,3,2025-04-10,211
1829,448,500,2,2025-06-30,179
1830,148,485,3,2025-09-27,252
1831,923,366,,2025-11-25,388
1832,306,360,1,2025-07-29,145
1833,968,304,4,2026-03-02,480
1834,575,197,2,2025-12-26,235
1835,190,37,5,2025-11-03,392
1836,38,67,1,2024-12-27,306
1837,263,323,4,2025-01-28,187
1838,864,58,2,2025-11-18,211
1839,604,499,4,2025-02-06,181
1840,445,240,2,2026-02-03,232
1841,851,375,5,2025-05-27,392
1842,958,233,3,2024-10-08,342
1843,613,227,4,2024-05-04,250
1844,32,127,3,2025-12-04,205
1845,401,455,1,2024-05-29,171
1846,645,107,2,2024-10-17,116
1847,17,153,2,2024-05-27,297
1848,509,479,3,2024-08-16,230
1849,987,216,5,2024-09-27,221
1850,296,104,1,2024-04-27,129
1851,34,448,3,2024-04-27,213
1852,155,295,2,2025-01-19,180
1853,17,252,3,2024-10-17,97
1854,298,270,4,2025-08-07,142
1855,613,135,4,2024-12-13,187
1856,584,244,4,2024-04-30,129
1857,560,355,1,2025-11-20,408
1858,206,191,5,2026-01-22,423
1859,975,185,5,,437
1860,792,230,4,2026-01-25,423
1861,270,218,,2025-09-09,132
1862,56,296,5,2024-07-13,192
1863,206,194,3,2025-05-08,295
1864,522,500,5,2024-07-15,167
1865,495,361,4,2025-04-30,300
1866,682,319,5,2025-01-21,163
1867,,93,3,2025-04-29,72
1868,655,26,2,2026-01-10,409
1869,827,448,5,,325
1870,884,218,5,2024-04-27,390
1871,291,498,2,2025-04-17,365
1872,950,10,2,2024-08-27,331
1873,660,396,3,2024-11-06,360
1874,992,68,4,2025-08-13,436
1875,137,308,3,2025-03-05,497
1876,743,286,4,2025-02-14,305
1877,510,8,2,2026-03-09,442
1878,444,284,4,2025-11-19,483
1879,680,270,2,2025-01-30,211
1880,958,101,4,2025-03-09,377
1881,177,480,5,2024-12-20,174
1882,858,435,3,2024-05-11,185
1883,376,335,5,2024-04-20,383
1884,978,152,5,2025-08-03,257
1885,38,473,4,2025-08-20,374
1886,685,82,2,2024-05-15,79
1887,819,466,2,2026-02-12,404
1888,572,311,1,2024-08-12,400
1889,592,138,4,2025-10-24,432
1890,989,276,2,2024-09-05,405
1891,62,225,1,2024-09-05,416
1892,771,424,5,2025-05-22,272
1893,747,299,1,2026-01-30,281
1894,590,173,5,2024-07-02,499
1895,360,407,,2025-01-21,167
1896,10,308,4,2024-10-14,214
1897,548,217,4,2024-12-08,316
1898,126,93,2,2024-10-01,401
1899,,203,2,2025-10-19,492
1900,647,300,0,2025-08-15,331
1901,938,215,3,2026-01-01,447
1902,232,122,1,2024-09-13,144
1903,949,209,2,2024-03-30,174
1904,571,479,2,2025-01-19,294
1905,900,255,1,2025-08-06,302
1906,987,213,1,2024-11-14,307
1907,167,322,4,2025-02-26,116
1908,556,427,5,2026-02-27,119
1909,835,338,4,2025-11-28,412
1910,661,452,1,2026-03-11,269
1911,451,475,4,2025-08-05,264
1912,848,439,2,2025-10-02,492
1913,48,108,2,2025-04-25,394
1914,566,129,4,2024-05-19,174
1915,625,103,2,2025-06-19,452
1916,419,299,2,2025-05-09,438
1917,449,451,1,2024-08-13,477
1918,341,247,4,2025-12-10,205
1919,357,341,2,2025-08-02,446
1920,450,117,4,2024-12-05,117
1921,238,59,3,2025-09-21,260
1922,799,394,1,2024-05-11,153
1923,434,345,1,2025-06-12,235
1924,911,116,2,2010-03-07,206
1925,810,267,5,2024-05-24,356
1926,6,211,1,2025-10-14,424
1927,577,259,5,2026-03-15,464
1928,346,281,1,2025-12-13,99
1929,533,433,1,2024-07-18,101
1930,353,82,4,2024-08-16,155
1931,422,105,2,2024-06-03,188
1932,582,37,4,2025-12-20,157
1933,268,147,2,2025-10-01,281
1934,298,84,3,2025-05-08,471
1935,104,185,1,2026-03-18,269
1936,331,138,3,2025-10-22,293
1937,409,480,3,2026-03-24,454
1938,459,238,3,2024-08-24,420
1939,875,145,2,2024-07-21,345
1940,132,497,5,2024-09-01,479
1941,280,355,1,2025-12-12,389
1942,580,100,1,2025-04-21,266
1943,611,93,3,2025-01-19,210
1944,348,70,4,2024-06-12,405
1945,864,252,4,2025-07-03,286
1946,736,286,4,2024-07-30,285
1947,613,157,3,2025-07-07,183
1948,84,162,2,2024-04-21,324
1949,897,321,4,2025-02-24,308
1950,235,68,3,2025-05-27,199
1951,24,232,3,2025-12-04,273
1952,961,34,1,2025-01-13,92
1953,237,38,5,2025-01-16,372
1954,188,491,3,2025-07-01,467
1955,321,119,1,2025-12-25,454
1956,448,,4,2024-08-03,481
1957,632,223,3,2026-02-27,423
1958,844,113,1,2025-01-04,125
1959,212,,1,2026-03-14,85
1960,,47,1,2025-03-18,424
1961,317,351,2,2026-01-22,383
1962,788,77,5,2024-05-27,230
1963,421,76,3,2025-09-14,401
1964,791,170,1,2025-03-03,259
1965,40,495,3,2024-11-28,356
1966,736,395,1,2025-03-21,206
1967,94,94,2,2025-08-01,459
1968,941,393,5,2026-02-24,191
1969,429,142,3,2024-11-04,85
1970,894,486,4,2025-04-23,333
1971,636,52,,2025-01-23,185
1972,430,-1,3,2024-05-05,137
1973,97,,5,2024-12-16,221
1974,973,422,1,2025-08-29,243
1975,746,83,2,2024-10-11,364
1976,445,294,3,2025-12-09,115
1977,622,210,4,2025-06-06,334
1978,763,345,1,2025-04-28,384
1979,637,478,4,2024-06-13,478
1980,724,290,2,2024-09-10,300
1981,577,397,5,2025-09-21,199
1982,175,-1,4,2025-03-21,190
1983,461,385,2,2024-07-23,380
1984,999999,329,5,2024-08-20,392
1985,74,19,3,2025-09-11,173
1986,798,64,5,2025-03-14,83
1987,420,276,3,2025-11-24,419
1988,569,161,1,2024-08-19,449
1989,40,104,3,2025-09-25,323
1990,649,499,5,2024-08-25,318
1991,147,313,4,2025-12-09,399
1992,587,481,2,2025-02-28,423
1993,772,38,2,2024-11-20,142
1994,755,436,1,2024-08-30,143
1995,496,375,5,2026-03-10,315
1996,204,225,1,2024-08-18,383
1997,583,317,4,2024-10-22,128
1998,372,321,3,2025-07-17,95
1999,304,158,4,2024-04-06,151
2000,113,433,4,2024-05-11,303
2001,407,104,2,2024-08-29,444
2002,734,94,3,2025-10-16,98
2003,344,5,5,2024-09-22,195
2004,364,4,2,2025-05-01,462
2005,529,255,3,2025-06-03,290
2006,882,490,4,2025-03-19,297
2007,645,48,1,2025-01-03,494
2008,597,262,1,2024-06-29,441
2009,802,35,5,2025-12-28,148
2010,922,182,2,2024-04-14,108
2011,51,86,1,2024-04-08,91
2012,287,284,3,2024-10-01,273
2013,650,244,5,2025-11-08,167
2014,549,178,4,2025-01-01,392
2015,302,451,3,2024-11-12,185
2016,950,495,2,2024-08-06,484
2017,60,212,2,2024-06-17,387
2018,828,411,5,2025-08-10,498
2019,671,9,1,2025-05-26,262
2020,41,469,1,2024-11-19,109
2021,491,389,2,2025-05-04,426
2022,365,121,2,2024-09-28,455
2023,507,81,3,2024-04-15,147
2024,49,181,5,2024-03-31,437
2025,402,420,4,2025-12-12,389
2026,604,49,3,2025-04-11,176
2027,15,474,5,2025-03-10,355
2028,103,285,4,2026-01-09,364
2029,916,406,1,2025-03-16,91
2030,231,67,4,2025-01-09,179
2031,235,298,4,2026-01-21,484
2032,942,482,4,2024-09-30,362
2033,311,392,5,2025-08-11,205
2034,821,473,5,2025-05-17,200
2035,288,117,1,2024-04-08,100
2036,377,248,5,2024-06-24,260
2037,827,467,1,2024-06-10,452
2038,62,307,,2024-06-18,344
2039,207,497,4,2025-03-04,421
2040,351,117,4,2025-10-06,474
2041,500,87,3,2024-07-09,144
2042,412,402,1,2025-11-21,499
2043,67,470,3,2024-09-02,116
2044,171,213,2,2026-02-23,225
2045,981,399,3,2024-05-09,78
2046,227,460,5,2024-10-16,175
2047,832,454,3,2024-10-13,372
2048,981,497,5,2024-10-06,418
2049,49,211,2,2025-10-05,258
2050,619,98,1,2026-01-22,227
2051,94,178,5,2025-12-12,144
2052,257,113,1,2025-03-30,190
2053,847,110,1,2025-09-01,342
2054,369,418,,2025-02-01,459
2055,974,102,,2025-08-07,481
2056,71,102,5,2025-01-01,176
2057,628,203,5,2025-09-19,391
2058,770,440,4,2025-10-29,235
2059,928,341,2,2024-08-06,174
2060,567,193,1,2026-03-24,437
2061,438,149,3,2025-05-26,236
2062,220,203,3,2025-05-12,187
2063,200,-1,2,2025-06-14,321
2064,144,345,5,2025-03-23,381
2065,886,292,4,2025-11-30,459
2066,55,244,4,2025-09-05,495
2067,862,34,4,2025-09-02,239
2068,178,377,3,2025-01-02,207
2069,812,234,5,2025-09-01,419
2070,284,362,2,2025-01-06,168
2071,495,35,3,2025-04-27,266
2072,537,293,1,2026-02-03,413
2073,122,190,3,2024-05-15,197
2074,185,162,1,2024-04-13,328
2075,380,33,1,2025-08-19,389
2076,53,363,4,2025-11-02,349
2077,439,197,3,2024-07-31,108
2078,930,464,5,2025-11-27,87
2079,587,277,3,2024-12-20,452
2080,468,433,2,2025-02-11,125
2081,358,460,4,2026-02-01,346
2082,986,484,5,2024-09-29,261
2083,543,455,1,2025-08-17,127
2084,829,208,3,2024-12-20,127
2085,759,59,2,2025-01-28,165
2086,531,456,1,2024-05-02,478
2087,85,,4,2025-08-12,166
2088,461,152,1,2024-05-06,339
2089,235,148,4,2025-04-27,409
2090,21,472,2,2025-10-31,129
2091,310,377,2,2026-01-06,464
2092,669,429,5,2025-05-04,166
2093,108,74,3,2026-03-03,306
2094,874,4,5,2025-11-28,465
2095,599,470,4,2024-12-22,312
2096,827,108,3,2026-03-14,85
2097,745,327,2,2024-08-26,303
2098,264,325,1,2024-09-26,185
2099,732,83,4,2025-01-04,373
2100,62,446,1,2024-10-01,309
2101,283,273,5,2024-12-26,258
2102,8,140,4,2024-08-16,102
2103,653,17,4,2026-01-02,71
2104,157,473,3,2024-07-13,322
2105,386,329,2,2024-12-20,225
2106,791,426,1,2025-01-20,160
2107,173,206,5,2025-06-26,352
2108,89,487,4,2026-03-15,174
2109,332,381,2,2025-03-19,236
2110,524,238,5,2025-04-29,430
2111,401,242,4,2026-01-17,367
2112,275,289,4,2025-09-21,313
2113,156,456,2,2025-06-15,234
2114,997,426,2,2025-10-31,441
2115,220,192,2,2024-09-16,377
2116,48,299,4,2024-08-27,300
2117,108,41,4,2025-12-31,285
2118,874,186,5,2025-10-23,352
2119,649,321,2,2024-12-14,98
2120,110,269,2,2024-07-22,323
2121,48,320,2,2025-03-21,221
2122,495,190,2,2025-05-03,433
2123,20,161,1,2026-01-17,383
2124,226,155,3,2025-09-30,493
2125,910,420,4,2025-03-26,164
2126,891,338,2,2024-08-26,494
2127,687,317,1,2025-10-05,203
2128,283,13,4,2025-04-25,143
2129,471,176,1,2025-06-29,409
2130,752,412,2,2025-07-02,130
2131,8,272,3,2025-04-26,279
2132,646,112,5,2024-05-06,196
2133,795,460,3,2025-05-18,238
2134,471,405,3,2024-04-05,495
2135,779,42,1,2025-02-25,114
2136,484,419,1,2024-09-01,471
2137,120,120,0,2026-03-21,375
2138,220,456,3,2025-02-25,358
2139,596,285,5,2025-09-09,293
2140,37,11,4,2025-01-30,452
2141,432,134,4,2024-07-04,258
2142,527,63,1,2024-05-30,142
2143,955,,3,32-13-2020,273
2144,63,193,3,2025-11-07,330
2145,912,98,2,2024-10-27,231
2146,126,340,5,2025-06-27,291
2147,927,27,1,2025-06-24,199
2148,178,315,,2025-03-24,410
2149,877,482,1,2024-12-04,346
2150,34,12,4,2025-10-21,423
2151,369,100,5,2025-02-03,438
2152,,195,5,2025-03-16,383
2153,867,122,4,2024-06-29,485
2154,282,338,4,2026-01-15,239
2155,33,467,5,2024-07-01,134
2156,786,,3,2025-08-04,401
2157,998,269,5,2024-09-04,486
2158,349,4,2,2024-08-26,220
2159,247,357,2,2025-01-17,346
2160,787,38,1,2024-05-06,422
2161,30,495,4,2026-01-04,488
2162,999999,326,4,2024-08-29,204
2163,997,77,1,2025-07-11,342
2164,413,11,3,2025-12-15,211
2165,704,154,1,2024-12-31,141
2166,121,161,3,2024-07-06,185
2167,542,77,5,,483
2168,981,70,3,2024-08-10,427
2169,399,495,2,2025-09-03,353
2170,723,497,3,2024-10-23,356
2171,,404,4,2025-03-22,242
2172,5,235,4,2024-05-21,478
2173,594,430,5,2024-07-22,281
2174,722,452,5,2024-10-27,183
2175,988,179,1,2025-11-22,209
2176,56,430,4,2025-08-05,195
2177,574,473,4,14/06/2000,215
2178,359,469,2,2025-12-19,268
2179,536,435,3,2026-01-27,107
2180,545,240,5,2025-02-28,282
2181,301,226,3,2025-12-21,133
2182,619,292,4,2025-03-17,335
2183,203,389,1,2026-01-31,368
2184,484,339,4,30/07/2023,125
2185,110,81,4,2024-07-13,146
2186,696,3,3,2025-07-01,463
2187,83,475,5,2024-12-25,190
2188,298,162,2,2026-02-16,329
2189,553,92,4,2025-01-24,363
2190,691,51,4,2024-08-08,191
2191,369,426,3,2025-12-26,268
2192,979,222,1,2025-10-05,71
2193,101,460,1,2024-04-14,398
2194,222,477,4,2025-05-23,104
2195,763,361,1,2024-05-30,158
2196,395,178,3,2025-05-31,347
2197,716,183,2,2024-06-21,244
2198,547,463,2,2025-02-26,493
2199,7,268,5,2024-04-12,323
2200,529,155,5,2026-02-12,219
2201,472,19,2,2024-08-29,488
2202,573,247,2,2025-04-07,330
2203,684,356,2,2025-04-22,295
2204,550,423,3,2025-06-17,495
2205,901,221,2,2024-09-18,435
2206,702,384,2,2025-10-10,131
2207,572,19,4,2024-09-16,184
2208,472,299,4,2025-06-08,344
2209,988,405,3,2024-08-17,121
2210,960,313,1,2025-12-28,289
2211,426,365,5,2024-09-17,269
2212,829,234,2,2025-02-08,496
2213,355,397,1,2025-08-06,378
2214,140,167,4,2024-10-09,389
2215,161,42,2,2024-04-19,479
2216,255,470,5,2025-04-12,460
2217,367,268,2,2026-02-09,310
2218,618,54,1,2025-12-16,117
2219,85,333,5,2024-11-19,478
2220,336,482,1,2025-03-07,405
2221,489,61,2,2025-02-20,429
2222,515,79,4,2025-02-08,315
2223,886,92,3,2025-07-06,326
2224,32,250,2,2025-01-14,414
2225,300,224,1,2025-01-17,121
2226,618,87,5,2025-03-07,410
2227,567,248,2,2026-02-14,281
2228,143,155,2,2024-12-01,343
2229,226,459,5,2025-07-12,365
2230,421,407,1,2024-07-27,259
2231,324,115,2,2024-11-03,173
2232,18,459,2,2025-10-05,384
2233,915,39,3,2024-03-29,191
2234,356,204,4,2025-06-23,342
2235,414,18,5,2024-11-07,445
2236,550,138,2,2024-05-03,324
2237,373,330,1,2024-04-19,80
2238,108,196,4,2024-08-24,78
2239,,468,2,2024-12-21,176
2240,16,167,3,2025-02-17,289
2241,457,109,-3,2024-09-15,250
2242,858,290,3,2024-08-15,403
2243,235,469,3,2024-07-30,344
2244,263,173,3,2025-09-06,372
2245,137,363,5,2024-09-04,139
2246,294,404,3,2025-12-29,123
2247,980,208,1,2025-09-09,305
2248,43,407,1,2024-09-30,240
2249,419,136,3,1984-12-09,205
2250,35,10,4,2026-01-23,272
2251,395,242,1,2025-10-02,360
2252,458,209,2,2025-09-19,103
2253,466,204,5,2025-04-17,183
2254,231,311,5,2024-10-29,273
2255,353,312,2,2025-10-25,140
2256,126,252,1,2025-11-04,322
2257,381,404,4,2025-10-20,442
2258,248,143,4,2024-09-24,335
2259,458,494,1,2025-01-19,277
2260,499,142,2,2024-10-03,357
2261,29,-1,3,2024-10-07,148
2262,879,68,5,2024-05-27,72
2263,863,166,1,2025-10-07,489
2264,195,193,4,2024-10-17,79
2265,331,331,5,2025-11-08,429
2266,352,468,1,2025-07-19,227
2267,797,50,2,2024-07-03,184
2268,11,319,2,2024-11-05,276
2269,320,141,1,2024-05-10,292
2270,917,164,3,2024-12-09,83
2271,371,247,4,2025-02-14,164
2272,949,70,4,2025-01-29,129
2273,264,212,5,2024-07-06,470
2274,198,223,5,2024-10-10,399
2275,505,117,5,2024-05-21,267
2276,286,218,3,2026-03-16,114
2277,173,38,1,2025-12-09,242
2278,746,314,4,2025-06-27,189
2279,370,435,2,2024-05-23,251
2280,712,206,3,2024-06-25,116
2281,620,382,5,2024-09-16,235
2282,744,-1,3,2025-03-16,451
2283,896,455,3,2024-08-18,71
2284,875,474,1,2025-11-15,320
2285,614,460,3,2026-01-24,200
2286,92,175,0,2025-04-14,351
2287,246,378,3,2026-01-31,193
2288,558,180,1,2025-04-04,450
2289,448,259,2,2025-02-14,461
2290,164,134,1,2024-05-07,134
2291,881,269,3,2025-03-10,246
2292,705,95,5,2025-04-06,182
2293,475,290,5,2025-09-12,202
2294,408,479,2,2025-05-05,406
2295,44,371,5,2024-07-24,437
2296,617,258,4,2024-04-27,295
2297,170,453,3,2024-08-12,102
2298,304,,2,2025-08-19,296
2299,410,138,3,2025-05-21,128
2300,879,104,2,2024-03-26,401
2301,500,366,5,2026-03-15,191
2302,932,38,4,2025-02-03,324
2303,917,158,4,2025-08-03,320
2304,211,394,4,2025-07-29,118
2305,999999,170,4,2025-06-15,390
2306,294,94,5,2024-08-21,315
2307,535,289,1,2025-09-28,311
2308,664,267,1,2025-11-29,472
2309,802,202,3,2025-04-25,461
2310,706,467,5,2025-03-03,449
2311,837,227,5,,205
2312,260,451,5,2025-05-21,327
2313,774,337,3,2024-10-07,261
2314,362,87,3,,74
2315,441,232,1,2025-10-26,173
2316,946,397,2,2025-08-01,214
2317,263,178,3,2026-03-11,71
2318,304,63,2,2026-03-23,201
2319,861,311,4,2026-03-07,309
2320,286,58,5,2025-02-25,492
2321,130,156,2,2024-05-22,234
2322,405,195,2,2025-06-13,160
2323,456,300,2,2024-09-01,272
2324,360,452,5,2025-09-19,90
2325,7,446,4,2024-11-09,108
2326,481,136,2,2025-03-10,224
2327,66,98,2,2025-01-01,445
2328,228,56,5,2024-09-17,263
2329,97,69,2,2024-06-09,323
2330,811,410,1,2025-01-07,300
2331,862,449,4,2025-04-26,404
2332,100,324,5,2024-08-13,152
2333,156,285,5,2024-06-18,143
2334,256,134,5,2025-04-06,453
2335,417,444,4,2024-12-27,347
2336,414,4,5,2025-10-22,294
2337,150,342,3,2025-07-08,251
2338,560,311,,2025-12-23,81
2339,724,293,1,2024-05-12,347
2340,275,303,4,2025-10-19,458
2341,,260,1,2025-03-12,449
2342,409,330,2,2024-03-31,379
2343,388,307,3,2025-06-17,280
2344,866,131,3,2025-03-14,321
2345,181,220,4,2024-08-02,175
2346,95,329,4,2026-02-12,172
2347,287,414,2,2024-07-03,324
2348,740,454,2,2025-02-20,443
2349,646,285,1,2024-12-09,297
2350,173,165,4,2025-10-19,200
2351,441,303,5,2024-11-28,130
2352,771,247,5,2025-12-28,119
2353,185,354,4,2024-05-13,190
2354,387,51,4,2025-05-25,96
2355,709,408,1,2024-12-31,414
2356,685,183,4,2026-01-08,373
2357,880,123,1,2025-01-18,147
2358,649,40,2,2026-01-20,319
2359,621,84,2,2026-03-06,149
2360,749,40,2,2025-03-07,94
2361,967,23,,2024-09-04,486
2362,4,302,2,2026-03-22,489
2363,357,376,1,2025-11-01,313
2364,184,123,4,2026-03-09,439
2365,479,309,5,2025-02-09,478
2366,345,312,4,2025-09-15,497
2367,471,9,3,2024-11-28,210
2368,420,383,4,2026-03-07,217
2369,73,225,3,2025-06-02,112
2370,875,474,5,2024-10-12,433
2371,921,323,3,2025-06-18,352
2372,697,348,4,2025-07-30,486
2373,633,141,5,2024-08-14,134
2374,131,489,3,2024-11-30,414
2375,961,423,3,2025-09-19,459
2376,563,254,4,2025-05-24,243
2377,629,234,0,2026-01-06,262
2378,38,221,3,2025-02-20,381
2379,560,184,3,2024-04-17,242
2380,751,276,4,2024-07-09,438
2381,215,131,1,2025-09-21,320
2382,203,457,,2025-07-03,442
2383,,76,4,2024-12-28,143
2384,772,18,0,2025-10-27,276
2385,78,261,5,2025-07-13,443
2386,171,443,5,2025-03-24,337
2387,196,247,4,2024-11-26,355
2388,856,483,1,2024-11-21,74
2389,592,262,2,2025-01-26,428
2390,402,25,5,2024-08-04,233
